timestamp,date_time,msa,wind_speed,saws_temp,hrseg,timepoint,wind_temp
91,2013-04-21,0.083017649,4.3,20.5,198,2013-04-21 12:19:09,88.15
92,2013-04-21,0.4143606101,4.3,20.5,200,2013-04-21 12:28:59,88.15
93,2013-04-21,0.4829230533,4.3,20.5,200,2013-04-21 12:30:52,88.15
94,2013-04-21,0.3140677015,4.3,20.5,200,2013-04-21 12:32:44,88.15
95,2013-04-21,0.015934678,4.3,20.5,201,2013-04-21 12:39:07,88.15
96,2013-04-21,0.0118317274,4.3,20.5,201,2013-04-21 12:41:01,88.15
97,2013-04-21,0.0147599053,4.3,20.5,201,2013-04-21 12:42:51,88.15
98,2013-04-21,0.0170580902,4.3,20.5,201,2013-04-21 12:44:43,88.15
99,2013-04-21,0.0139350441,4.3,20.5,202,2013-04-21 12:50:36,88.15
100,2013-04-21,0.3647038426,4.3,20.5,202,2013-04-21 12:52:27,88.15
101,2013-04-21,0.3880452675,4.3,20.5,202,2013-04-21 12:54:19,88.15
102,2013-04-21,0.1402122329,4.3,20.5,202,2013-04-21 12:56:14,88.15
103,2013-04-21,0.1173715001,4.3,20.5,202,2013-04-21 12:58:03,88.15
104,2013-04-21,0.3835358359,4.3,20.5,202,2013-04-21 12:59:55,88.15
105,2013-04-21,0.2882239088,3.7,20.5,202,2013-04-21 13:01:47,75.85
106,2013-04-21,0.165666854,3.7,20.5,202,2013-04-21 13:03:39,75.85
107,2013-04-21,0.1775896023,3.7,20.5,202,2013-04-21 13:05:33,75.85
108,2013-04-21,0.7029809641,3.7,20.5,202,2013-04-21 13:07:23,75.85
109,2013-04-21,0.0276071221,3.7,20.5,205,2013-04-21 13:23:23,75.85
110,2013-04-21,0.10405768,3.7,20.5,205,2013-04-21 13:25:15,75.85
111,2013-04-21,3.1259416745,3.7,20.5,205,2013-04-21 13:27:08,75.85
112,2013-04-21,0.1787465846,3.7,20.5,206,2013-04-21 13:31:08,75.85
113,2013-04-21,0.3173015904,3.7,20.5,206,2013-04-21 13:33:02,75.85
114,2013-04-21,0.1235564405,3.7,20.5,206,2013-04-21 13:34:51,75.85
115,2013-04-21,0.2865261411,3.7,20.5,207,2013-04-21 13:48:42,75.85
116,2013-04-21,0.7370560411,3.7,20.5,207,2013-04-21 13:50:35,75.85
117,2013-04-21,0.1635043532,3.7,20.5,207,2013-04-21 13:52:27,75.85
118,2013-04-21,0.4218643924,3.7,20.5,207,2013-04-21 13:54:20,75.85
119,2013-04-21,0.4253016411,3.7,20.5,209,2013-04-21 14:08:12,75.85
120,2013-04-21,0.271975829,3.2,18.3,209,2013-04-21 14:10:04,58.56
121,2013-04-21,0.055797557,3.2,18.3,209,2013-04-21 14:11:55,58.56
122,2013-04-21,0.2693543458,3.2,18.3,209,2013-04-21 14:13:48,58.56
123,2013-04-21,0.0273763786,3.2,18.3,209,2013-04-21 14:15:42,58.56
124,2013-04-21,0.026618152,3.2,18.3,210,2013-04-21 14:21:51,58.56
125,2013-04-21,0.462647563,3.2,18.3,210,2013-04-21 14:23:40,58.56
126,2013-04-21,0.2140290034,3.2,18.3,210,2013-04-21 14:25:32,58.56
127,2013-04-21,0.1722829259,3.2,18.3,210,2013-04-21 14:27:24,58.56
128,2013-04-21,0.3363832652,3.2,18.3,210,2013-04-21 14:29:15,58.56
129,2013-04-21,0.140801302,3.2,18.3,210,2013-04-21 14:31:07,58.56
130,2013-04-21,0.3156174869,3.2,18.3,210,2013-04-21 14:32:59,58.56
131,2013-04-21,0.3348427467,3.2,18.3,210,2013-04-21 14:34:51,58.56
132,2013-04-21,0.1924198527,3.2,18.3,210,2013-04-21 14:36:43,58.56
133,2013-04-21,0.2473578548,3.2,18.3,210,2013-04-21 14:38:35,58.56
134,2013-04-21,0.6258253695,3.2,18.3,210,2013-04-21 14:40:27,58.56
135,2013-04-21,0.4603753262,3.2,18.3,210,2013-04-21 14:42:18,58.56
136,2013-04-21,0.2668434132,3.2,18.3,210,2013-04-21 14:44:10,58.56
137,2013-04-21,0.5146113834,3.2,18.3,210,2013-04-21 14:46:03,58.56
138,2013-04-21,0.3275958091,3.2,18.3,210,2013-04-21 14:47:54,58.56
139,2013-04-21,0.5486271064,3.2,18.3,210,2013-04-21 14:49:47,58.56
140,2013-04-21,0.7349787252,3.2,18.3,210,2013-04-21 14:51:39,58.56
141,2013-04-21,0.7465154273,3.2,18.3,210,2013-04-21 14:53:31,58.56
142,2013-04-21,0.5193027807,3.2,18.3,210,2013-04-21 14:55:23,58.56
143,2013-04-21,1.8663332064,3.2,18.3,210,2013-04-21 14:57:14,58.56
144,2013-04-21,1.5994325695,3.2,18.3,211,2013-04-21 15:03:07,58.56
145,2013-04-21,0.5951357683,3.2,18.3,211,2013-04-21 15:04:59,58.56
146,2013-04-21,0.2231419776,3.2,18.3,211,2013-04-21 15:06:51,58.56
147,2013-04-21,1.3885305551,3.2,18.3,211,2013-04-21 15:08:43,58.56
148,2013-04-21,0.3899503093,3.4,16.9,211,2013-04-21 15:10:34,57.46
149,2013-04-21,0.1346683527,3.4,16.9,211,2013-04-21 15:12:27,57.46
150,2013-04-21,1.9992646303,3.4,16.9,211,2013-04-21 15:14:21,57.46
151,2013-04-21,1.7878473696,3.4,16.9,211,2013-04-21 15:16:11,57.46
152,2013-04-21,0.1302316429,3.4,16.9,211,2013-04-21 15:18:03,57.46
153,2013-04-21,0.0234098095,3.4,16.9,213,2013-04-21 15:53:47,57.46
154,2013-04-21,0.0250682212,3.4,16.9,213,2013-04-21 15:55:42,57.46
155,2013-04-21,0.0608326086,3.4,16.9,213,2013-04-21 15:57:32,57.46
156,2013-04-21,0.0402872942,3.4,16.9,213,2013-04-21 15:59:24,57.46
157,2013-04-21,0.0198118429,3.4,16.9,213,2013-04-21 16:01:16,57.46
158,2013-04-21,0.066368682,3.4,16.9,213,2013-04-21 16:03:07,57.46
159,2013-04-21,0.0413390758,3.4,16.9,213,2013-04-21 16:04:59,57.46
160,2013-04-21,0.1527774428,3.4,16.9,213,2013-04-21 16:06:51,57.46
161,2013-04-21,0.3043931084,3,15.9,213,2013-04-21 16:08:43,47.7
162,2013-04-21,0.0350613709,3,15.9,213,2013-04-21 16:10:36,47.7
163,2013-04-21,0.0335215523,3,15.9,213,2013-04-21 16:12:28,47.7
164,2013-04-21,0.0568508438,3,15.9,213,2013-04-21 16:14:20,47.7
165,2013-04-21,0.028702012,3,15.9,213,2013-04-21 16:16:10,47.7
166,2013-04-21,0.0249296979,3,15.9,213,2013-04-21 16:18:03,47.7
167,2013-04-21,0.0178460033,3,15.9,213,2013-04-21 16:19:56,47.7
168,2013-04-21,0.0142615867,3,15.9,213,2013-04-21 16:21:46,47.7
169,2013-04-21,0.0168226235,3,15.9,213,2013-04-21 16:23:39,47.7
170,2013-04-21,0.0153613841,3,15.9,213,2013-04-21 16:25:33,47.7
171,2013-04-21,0.0335581026,3,15.9,213,2013-04-21 16:27:23,47.7
172,2013-04-21,0.0496658597,3,15.9,213,2013-04-21 16:29:15,47.7
173,2013-04-21,0.0960363482,3,15.9,214,2013-04-21 16:33:14,47.7
174,2013-04-21,0.0925427863,3,15.9,214,2013-04-21 16:35:07,47.7
175,2013-04-21,0.0748550284,3,15.9,214,2013-04-21 16:36:58,47.7
176,2013-04-21,0.4699234579,3,15.9,214,2013-04-21 16:38:51,47.7
177,2013-04-21,0.098001518,3,15.9,214,2013-04-21 16:40:45,47.7
178,2013-04-21,0.1164374824,3,15.9,215,2013-04-21 16:44:43,47.7
179,2013-04-21,0.3647450007,3,15.9,215,2013-04-21 16:46:35,47.7
180,2013-04-21,0.1195622787,3,15.9,215,2013-04-21 16:48:26,47.7
181,2013-04-21,2.319450055,3,15.9,215,2013-04-21 16:50:18,47.7
182,2013-04-21,0.9396909194,3,15.9,215,2013-04-21 16:52:11,47.7
183,2013-04-21,0.1026468702,3,15.9,215,2013-04-21 16:54:03,47.7
184,2013-04-21,0.4425342154,3,15.9,215,2013-04-21 16:55:55,47.7
185,2013-04-21,0.1102897718,3,15.9,215,2013-04-21 16:57:47,47.7
186,2013-04-21,0.4463288704,3,15.9,215,2013-04-21 16:59:40,47.7
187,2013-04-21,0.1145034486,3,15.9,215,2013-04-21 17:01:31,47.7
188,2013-04-21,0.0633958219,2.8,14.6,215,2013-04-21 17:03:22,40.88
189,2013-04-21,0.0231679858,2.8,14.6,215,2013-04-21 17:05:15,40.88
190,2013-04-21,0.6816716991,2.8,14.6,216,2013-04-21 17:13:16,40.88
191,2013-04-21,0.1284178836,2.8,14.6,216,2013-04-21 17:15:08,40.88
192,2013-04-21,0.0923931234,2.8,14.6,216,2013-04-21 17:17:02,40.88
193,2013-04-21,0.0254888891,2.8,14.6,217,2013-04-21 17:21:15,40.88
194,2013-04-21,0.1449794649,2.8,14.6,217,2013-04-21 17:23:10,40.88
195,2013-04-21,0.0157378395,2.8,14.6,217,2013-04-21 17:24:59,40.88
196,2013-04-21,0.0096532595,2.8,14.6,217,2013-04-21 17:26:52,40.88
197,2013-04-21,0.0121997632,2.8,14.6,217,2013-04-21 17:28:47,40.88
198,2013-04-21,0.0110828726,2.8,14.6,217,2013-04-21 17:30:37,40.88
199,2013-04-21,0.0091473592,2.8,14.6,217,2013-04-21 17:32:27,40.88
200,2013-04-21,0.2568436179,2.8,14.6,217,2013-04-21 17:34:19,40.88
201,2013-04-21,0.2811937017,2.8,14.6,217,2013-04-21 17:36:11,40.88
202,2013-04-21,0.149105158,2.8,14.6,217,2013-04-21 17:38:03,40.88
203,2013-04-21,0.2037946633,2.8,14.6,217,2013-04-21 17:39:58,40.88
204,2013-04-21,0.1205445992,2.8,14.6,217,2013-04-21 17:41:47,40.88
205,2013-04-21,0.0147093653,2.8,14.6,217,2013-04-21 17:43:39,40.88
206,2013-04-21,0.0191078422,2.8,14.6,217,2013-04-21 17:45:37,40.88
207,2013-04-21,0.0182404231,2.8,14.6,217,2013-04-21 17:47:26,40.88
208,2013-04-21,0.0245254535,2.8,14.6,217,2013-04-21 17:49:24,40.88
209,2013-04-21,0.0225377017,0,15.6,221,2013-04-21 18:23:24,0
210,2013-04-21,0.5132679859,0,15.6,221,2013-04-21 18:25:15,0
211,2013-04-21,0.009115708,0,15.6,221,2013-04-21 18:27:08,0
212,2013-04-21,0.0141056903,0,15.6,221,2013-04-21 18:29:00,0
213,2013-04-21,0.0142717504,0,15.6,222,2013-04-21 18:32:59,0
214,2013-04-21,0.0178688578,0,15.6,222,2013-04-21 18:34:52,0
215,2013-04-21,0.0125723298,0,15.6,222,2013-04-21 18:36:44,0
216,2013-04-21,0.0115107753,0,15.6,222,2013-04-21 18:38:36,0
217,2013-04-21,0.0344029901,0,15.6,222,2013-04-21 18:40:31,0
218,2013-04-21,0.0122370927,0,15.6,222,2013-04-21 18:42:20,0
219,2013-04-21,0.0124426913,0,15.6,222,2013-04-21 18:44:13,0
220,2013-04-21,0.0238949691,0,15.6,222,2013-04-21 18:46:08,0
221,2013-04-21,0.0167296883,0,15.6,224,2013-04-21 19:01:32,0
222,2013-04-21,0.0155188855,0,15.6,224,2013-04-21 19:03:26,0
223,2013-04-21,0.0124584996,0,15.6,224,2013-04-21 19:05:21,0
224,2013-04-21,0.0160122457,0,15.6,224,2013-04-21 19:07:18,0
225,2013-04-21,0.0159702787,1.4,18.9,224,2013-04-21 19:09:15,26.46
226,2013-04-21,0.0118918811,1.4,18.9,224,2013-04-21 19:11:12,26.46
227,2013-04-21,0.0157063622,1.4,18.9,224,2013-04-21 19:13:02,26.46
228,2013-04-21,0.0150126567,1.4,18.9,225,2013-04-21 19:17:00,26.46
229,2013-04-21,0.0147738816,1.4,18.9,225,2013-04-21 19:18:52,26.46
230,2013-04-21,0.0082295422,1.4,18.9,225,2013-04-21 19:20:44,26.46
231,2013-04-21,0.0077684388,1.4,18.9,225,2013-04-21 19:22:42,26.46
232,2013-04-21,0.0156137766,1.4,18.9,228,2013-04-21 19:49:00,26.46
233,2013-04-21,0.0220134959,1.4,18.9,228,2013-04-21 19:50:51,26.46
234,2013-04-21,0.007156731,1.4,18.9,228,2013-04-21 19:52:43,26.46
235,2013-04-21,0.0096828182,1.4,18.9,228,2013-04-21 19:54:35,26.46
